1,2,3
21.68,21.31,2022-04-16 17:51:17.746234
21.68,21.31,2022-04-16 17:51:28.460854
21.6,21.31,2022-04-16 17:51:39.175921
21.6,21.31,2022-04-16 17:51:49.890617
21.6,21.31,2022-04-16 17:52:00.605585
21.68,21.31,2022-04-16 17:52:11.320441
21.68,21.31,2022-04-16 17:52:22.035312
21.68,21.31,2022-04-16 17:52:32.746270
21.68,21.31,2022-04-16 17:52:43.460897
21.6,21.31,2022-04-16 17:52:54.175896
21.68,21.31,2022-04-16 17:53:04.890569
21.68,21.31,2022-04-16 17:53:15.605617
21.6,21.31,2022-04-16 17:53:26.320341
21.68,21.31,2022-04-16 17:53:37.035411
21.68,21.31,2022-04-16 17:53:47.750137
21.77,21.31,2022-04-16 17:53:58.464998
21.68,21.31,2022-04-16 17:54:09.175891
21.68,21.31,2022-04-16 17:54:19.890690
21.77,21.31,2022-04-16 17:54:30.605620
21.77,21.31,2022-04-16 17:54:41.320477
21.68,21.31,2022-04-16 17:54:52.035244
21.68,21.31,2022-04-16 17:55:02.749990
21.68,21.31,2022-04-16 17:55:13.464987
21.77,21.31,2022-04-16 17:55:24.179814
21.77,21.31,2022-04-16 17:55:34.894650
21.77,21.31,2022-04-16 17:55:45.605603
21.68,21.31,2022-04-16 17:55:56.320335
21.77,21.31,2022-04-16 17:56:07.035331
21.77,21.31,2022-04-16 17:56:17.750211
21.77,21.31,2022-04-16 17:56:28.465033
21.77,21.31,2022-04-16 17:56:39.179866
21.68,21.31,2022-04-16 17:56:49.894711
21.68,21.31,2022-04-16 17:57:00.609560
21.68,21.31,2022-04-16 17:57:11.324426
21.77,21.31,2022-04-16 17:57:22.039256
21.68,21.31,2022-04-16 17:57:32.750198
21.77,21.31,2022-04-16 17:57:43.465064
21.77,21.31,2022-04-16 17:57:54.179857
21.77,21.31,2022-04-16 17:58:04.894770
21.77,21.31,2022-04-16 17:58:15.609619
21.77,21.31,2022-04-16 17:58:26.324446
21.77,21.31,2022-04-16 17:58:37.039226
21.77,21.31,2022-04-16 17:58:47.754215
21.68,21.31,2022-04-16 17:58:58.468937
21.85,21.31,2022-04-16 17:59:09.179950
21.77,21.31,2022-04-16 17:59:19.894773
21.77,21.31,2022-04-16 17:59:30.609617
21.77,21.31,2022-04-16 17:59:41.324492
21.77,21.31,2022-04-16 17:59:52.039298
21.77,21.31,2022-04-16 18:00:02.754140
21.68,21.31,2022-04-16 18:00:13.468908
21.77,21.31,2022-04-16 18:00:24.183792
21.77,21.31,2022-04-16 18:00:34.898637
21.77,21.31,2022-04-16 18:00:45.609650
21.77,21.31,2022-04-16 18:00:56.324476
21.77,21.31,2022-04-16 18:01:07.039317
21.77,21.31,2022-04-16 18:01:17.754160
21.77,21.31,2022-04-16 18:01:28.468861
21.77,21.31,2022-04-16 18:01:39.183869
21.77,21.31,2022-04-16 18:01:49.898751
21.85,21.31,2022-04-16 18:02:00.613572
21.77,21.31,2022-04-16 18:02:11.328433
21.77,21.31,2022-04-16 18:02:22.039386
21.85,21.31,2022-04-16 18:02:32.754134
21.85,21.31,2022-04-16 18:02:43.469023
21.77,21.31,2022-04-16 18:02:54.183854
21.77,21.31,2022-04-16 18:03:04.898588
21.77,21.31,2022-04-16 18:03:15.613638
21.77,21.31,2022-04-16 18:03:26.328439
21.68,21.37,2022-04-16 18:03:37.043282
21.77,21.31,2022-04-16 18:03:47.758153
21.85,21.37,2022-04-16 18:03:58.469061
21.77,21.31,2022-04-16 18:04:09.183975
21.77,21.37,2022-04-16 18:04:19.898785
21.77,21.37,2022-04-16 18:04:30.613601
21.85,21.31,2022-04-16 18:04:41.328471
21.85,21.31,2022-04-16 18:04:52.043230
21.77,21.37,2022-04-16 18:05:02.758255
21.77,21.37,2022-04-16 18:05:13.472966
21.77,21.31,2022-04-16 18:05:24.187877
21.77,21.37,2022-04-16 18:05:34.902707
21.77,21.31,2022-04-16 18:05:45.613647
21.77,21.31,2022-04-16 18:05:56.328487
21.85,21.31,2022-04-16 18:06:07.043397
21.77,21.31,2022-04-16 18:06:17.758082
21.77,21.31,2022-04-16 18:06:28.473034
21.77,21.37,2022-04-16 18:06:39.187862
21.77,21.31,2022-04-16 18:06:49.902788
21.77,21.31,2022-04-16 18:07:00.617573
21.77,21.37,2022-04-16 18:07:11.332459
21.77,21.31,2022-04-16 18:07:22.043408
21.68,21.31,2022-04-16 18:07:32.758310
21.77,21.37,2022-04-16 18:07:43.473060
21.85,21.37,2022-04-16 18:07:54.187954
21.85,21.37,2022-04-16 18:08:04.902786
21.77,21.37,2022-04-16 18:08:15.617624
21.77,21.37,2022-04-16 18:08:26.332523
21.85,21.37,2022-04-16 18:08:37.047308
21.77,21.31,2022-04-16 18:08:47.762182
21.77,21.37,2022-04-16 18:08:58.473060
21.85,21.37,2022-04-16 18:09:09.188034
21.85,21.37,2022-04-16 18:09:19.902803
21.85,21.37,2022-04-16 18:09:30.617599
21.77,21.37,2022-04-16 18:09:41.332506
21.93,21.37,2022-04-16 18:09:52.047364
21.77,21.37,2022-04-16 18:10:02.762307
21.68,21.37,2022-04-16 18:10:13.477049
21.77,21.37,2022-04-16 18:10:24.191880
21.85,21.37,2022-04-16 18:10:34.906800
21.85,21.37,2022-04-16 18:10:45.617646
21.85,21.37,2022-04-16 18:10:56.332451
21.93,21.37,2022-04-16 18:11:07.047405
21.85,21.37,2022-04-16 18:11:17.762239
21.85,21.37,2022-04-16 18:11:28.477054
21.85,21.37,2022-04-16 18:11:39.191961
21.85,21.37,2022-04-16 18:11:49.906836
21.85,21.37,2022-04-16 18:12:00.621629
21.85,21.37,2022-04-16 18:12:11.336508
21.85,21.37,2022-04-16 18:12:22.047436
21.85,21.37,2022-04-16 18:12:32.762317
21.85,21.37,2022-04-16 18:12:43.477147
21.85,21.37,2022-04-16 18:12:54.192021
21.77,21.37,2022-04-16 18:13:04.906864
21.85,21.37,2022-04-16 18:13:15.621766
21.85,21.37,2022-04-16 18:13:26.336547
21.77,21.37,2022-04-16 18:13:37.051367
21.85,21.37,2022-04-16 18:13:47.766209
21.77,21.37,2022-04-16 18:13:58.477189
21.77,21.37,2022-04-16 18:14:09.192038
21.77,21.37,2022-04-16 18:14:19.906857
21.85,21.37,2022-04-16 18:14:30.621703
21.77,21.37,2022-04-16 18:14:41.336768
21.85,21.37,2022-04-16 18:14:52.051415
21.85,21.37,2022-04-16 18:15:02.766272
21.77,21.37,2022-04-16 18:15:13.481185
21.77,21.37,2022-04-16 18:15:24.195942
21.77,21.37,2022-04-16 18:15:34.910859
21.85,21.37,2022-04-16 18:15:45.621726
21.85,21.37,2022-04-16 18:15:56.336643
21.85,21.37,2022-04-16 18:16:07.051447
21.77,21.37,2022-04-16 18:16:17.766331
21.85,21.37,2022-04-16 18:16:28.481178
21.77,21.37,2022-04-16 18:16:39.196008
21.77,21.37,2022-04-16 18:16:49.910878
21.85,21.37,2022-04-16 18:17:00.625573
21.85,21.37,2022-04-16 18:17:11.340572
21.77,21.37,2022-04-16 18:17:22.051543
21.85,21.37,2022-04-16 18:17:32.766382
21.93,21.37,2022-04-16 18:17:43.481283
21.85,21.37,2022-04-16 18:17:54.196063
21.85,21.37,2022-04-16 18:18:04.910968
21.85,21.37,2022-04-16 18:18:15.625791
21.93,21.37,2022-04-16 18:18:26.340617
21.77,21.37,2022-04-16 18:18:37.055438
21.85,21.37,2022-04-16 18:18:47.770285
21.85,21.37,2022-04-16 18:18:58.485177
21.85,21.37,2022-04-16 18:19:09.196099
21.85,21.37,2022-04-16 18:19:19.910965
21.85,21.37,2022-04-16 18:19:30.625802
21.85,21.37,2022-04-16 18:19:41.340627
21.77,21.37,2022-04-16 18:19:52.055541
21.77,21.37,2022-04-16 18:20:02.770359
21.85,21.37,2022-04-16 18:20:13.485235
21.85,21.37,2022-04-16 18:20:24.200058
21.85,21.37,2022-04-16 18:20:34.914865
21.85,21.37,2022-04-16 18:20:45.625784
21.77,21.37,2022-04-16 18:20:56.340831
21.93,21.37,2022-04-16 18:21:07.055530
21.85,21.37,2022-04-16 18:21:17.770409
21.85,21.37,2022-04-16 18:21:28.485251
21.85,21.37,2022-04-16 18:21:39.200032
21.77,21.37,2022-04-16 18:21:49.914984
21.93,21.37,2022-04-16 18:22:00.629702
21.85,21.37,2022-04-16 18:22:11.344661
21.77,21.37,2022-04-16 18:22:22.055534
21.85,21.37,2022-04-16 18:22:32.770294
21.77,21.37,2022-04-16 18:22:43.485219
21.85,21.37,2022-04-16 18:22:54.200163
21.93,21.37,2022-04-16 18:23:04.914899
21.85,21.37,2022-04-16 18:23:15.629816
21.93,21.37,2022-04-16 18:23:26.344728
21.77,21.37,2022-04-16 18:23:37.059517
21.77,21.37,2022-04-16 18:23:47.774315
21.85,21.37,2022-04-16 18:23:58.485249
21.85,21.37,2022-04-16 18:24:09.200194
21.85,21.37,2022-04-16 18:24:19.914988
21.85,21.37,2022-04-16 18:24:30.629829
21.85,21.37,2022-04-16 18:24:41.344727
21.93,21.37,2022-04-16 18:24:52.059547
21.85,21.37,2022-04-16 18:25:02.774346
21.77,21.37,2022-04-16 18:25:13.489222
21.85,21.37,2022-04-16 18:25:24.204108
21.85,21.37,2022-04-16 18:25:34.918972
21.77,21.37,2022-04-16 18:25:45.629546
21.77,21.37,2022-04-16 18:25:56.344766
21.85,21.37,2022-04-16 18:26:07.059501
21.85,21.37,2022-04-16 18:26:17.774418
21.85,21.37,2022-04-16 18:26:28.489257
21.85,21.37,2022-04-16 18:26:39.204096
21.93,21.37,2022-04-16 18:26:49.918989
21.85,21.37,2022-04-16 18:27:00.633777
21.93,21.37,2022-04-16 18:27:11.348601
21.85,21.37,2022-04-16 18:27:22.059429
21.85,21.37,2022-04-16 18:27:32.774101
21.85,21.37,2022-04-16 18:27:43.489284
21.85,21.37,2022-04-16 18:27:54.203979
21.85,21.37,2022-04-16 18:28:04.918924
21.85,21.37,2022-04-16 18:28:15.633730
21.85,21.37,2022-04-16 18:28:26.348463
21.77,21.37,2022-04-16 18:28:37.063464
21.85,21.37,2022-04-16 18:28:47.778259
21.85,21.37,2022-04-16 18:28:58.493095
21.85,21.37,2022-04-16 18:29:09.204066
21.85,21.37,2022-04-16 18:29:19.918759
21.93,21.37,2022-04-16 18:29:30.633630
21.85,21.37,2022-04-16 18:29:41.348541
21.93,21.37,2022-04-16 18:29:52.063435
21.77,21.37,2022-04-16 18:30:02.778255
21.85,21.37,2022-04-16 18:30:13.493087
21.85,21.37,2022-04-16 18:30:24.207719
21.85,21.37,2022-04-16 18:30:34.922732
21.85,21.37,2022-04-16 18:30:45.633677
21.85,21.37,2022-04-16 18:30:56.348556
21.77,21.37,2022-04-16 18:31:07.063364
21.93,21.37,2022-04-16 18:31:17.778226
21.85,21.37,2022-04-16 18:31:28.493019
21.93,21.37,2022-04-16 18:31:39.207930
21.85,21.37,2022-04-16 18:31:49.922754
21.85,21.37,2022-04-16 18:32:00.637649
21.85,21.37,2022-04-16 18:32:11.352405
21.85,21.37,2022-04-16 18:32:22.067265
21.77,21.37,2022-04-16 18:32:32.778201
21.77,21.37,2022-04-16 18:32:43.493026
21.85,21.37,2022-04-16 18:32:54.207897
21.85,21.37,2022-04-16 18:33:04.922699
21.85,21.37,2022-04-16 18:33:15.637603
21.85,21.37,2022-04-16 18:33:26.352437
21.85,21.37,2022-04-16 18:33:37.067120
21.85,21.37,2022-04-16 18:33:47.782099
21.85,21.37,2022-04-16 18:33:58.496941
21.85,21.37,2022-04-16 18:34:09.211726
21.85,21.37,2022-04-16 18:34:19.922760
21.85,21.37,2022-04-16 18:34:30.637604
21.85,21.37,2022-04-16 18:34:41.352421
21.77,21.37,2022-04-16 18:34:52.067250
21.85,21.37,2022-04-16 18:35:02.782138
21.85,21.37,2022-04-16 18:35:13.496920
21.85,21.37,2022-04-16 18:35:24.211843
21.77,21.37,2022-04-16 18:35:34.926657
21.85,21.37,2022-04-16 18:35:45.641458
21.85,21.37,2022-04-16 18:35:56.352416
21.85,21.37,2022-04-16 18:36:07.067297
21.77,21.37,2022-04-16 18:36:17.782198
21.77,21.37,2022-04-16 18:36:28.496953
21.85,21.37,2022-04-16 18:36:39.211820
21.85,21.37,2022-04-16 18:36:49.926595
21.77,21.37,2022-04-16 18:37:00.641528
21.77,21.37,2022-04-16 18:37:11.356360
21.77,21.37,2022-04-16 18:37:22.071117
21.68,21.37,2022-04-16 18:37:32.786051
21.77,21.37,2022-04-16 18:37:43.496916
21.85,21.37,2022-04-16 18:37:54.211842
21.77,21.37,2022-04-16 18:38:04.926627
21.85,21.37,2022-04-16 18:38:15.641479
21.85,21.37,2022-04-16 18:38:26.356405
21.85,21.37,2022-04-16 18:38:37.071225
21.77,21.37,2022-04-16 18:38:47.785786
21.77,21.37,2022-04-16 18:38:58.500865
21.68,21.37,2022-04-16 18:39:09.215734
21.77,21.37,2022-04-16 18:39:19.930513
21.68,21.37,2022-04-16 18:39:30.641517
21.6,21.37,2022-04-16 18:39:41.356432
21.77,21.37,2022-04-16 18:39:52.071213
21.77,21.37,2022-04-16 18:40:02.786179
21.77,21.37,2022-04-16 18:40:13.500973
21.68,21.37,2022-04-16 18:40:24.215734
21.68,21.37,2022-04-16 18:40:34.930596
21.68,21.37,2022-04-16 18:40:45.645406
21.68,21.37,2022-04-16 18:40:56.360265
21.77,21.37,2022-04-16 18:41:07.075192
21.68,21.37,2022-04-16 18:41:17.786136
21.68,21.37,2022-04-16 18:41:28.500987
21.68,21.37,2022-04-16 18:41:39.215791
21.68,21.37,2022-04-16 18:41:49.930533
21.6,21.37,2022-04-16 18:42:00.645541
21.68,21.37,2022-04-16 18:42:11.360268
21.77,21.37,2022-04-16 18:42:22.075204
21.77,21.37,2022-04-16 18:42:32.789967
21.77,21.37,2022-04-16 18:42:43.504912
21.77,21.37,2022-04-16 18:42:54.215834
21.77,21.37,2022-04-16 18:43:04.930819
21.77,21.37,2022-04-16 18:43:15.645543
21.6,21.37,2022-04-16 18:43:26.360415
21.77,21.37,2022-04-16 18:43:37.075253
21.6,21.37,2022-04-16 18:43:47.790048
21.68,21.37,2022-04-16 18:43:58.504899
21.68,21.37,2022-04-16 18:44:09.219763
21.68,21.37,2022-04-16 18:44:19.934612
21.68,21.37,2022-04-16 18:44:30.649466
21.77,21.37,2022-04-16 18:44:41.360366
21.68,21.37,2022-04-16 18:44:52.075272
21.68,21.37,2022-04-16 18:45:02.790187
21.68,21.37,2022-04-16 18:45:13.504964
21.68,21.37,2022-04-16 18:45:24.219810
21.77,21.37,2022-04-16 18:45:34.934647
21.68,21.37,2022-04-16 18:45:45.649546
21.77,21.37,2022-04-16 18:45:56.364388
21.68,21.37,2022-04-16 18:46:07.079184
21.68,21.37,2022-04-16 18:46:17.794043
21.68,21.37,2022-04-16 18:46:28.505005
21.6,21.37,2022-04-16 18:46:39.219825
21.68,21.37,2022-04-16 18:46:49.934657
21.77,21.37,2022-04-16 18:47:00.649553
21.68,21.37,2022-04-16 18:47:11.364396
21.77,21.37,2022-04-16 18:47:22.079317
21.77,21.37,2022-04-16 18:47:32.794049
21.77,21.37,2022-04-16 18:47:43.508812
21.77,21.37,2022-04-16 18:47:54.223751
21.6,21.37,2022-04-16 18:48:04.938671
21.68,21.37,2022-04-16 18:48:15.649525
21.68,21.37,2022-04-16 18:48:26.364408
21.77,21.37,2022-04-16 18:48:37.079247
21.77,21.37,2022-04-16 18:48:47.794217
21.77,21.37,2022-04-16 18:48:58.509020
21.77,21.37,2022-04-16 18:49:09.223835
21.6,21.37,2022-04-16 18:49:19.938618
21.6,21.37,2022-04-16 18:49:30.653523
21.68,21.37,2022-04-16 18:49:41.368354
21.68,21.37,2022-04-16 18:49:52.083235
21.68,21.37,2022-04-16 18:50:02.794203
21.68,21.37,2022-04-16 18:50:13.509022
21.68,21.37,2022-04-16 18:50:24.223850
21.68,21.37,2022-04-16 18:50:34.938739
21.68,21.37,2022-04-16 18:50:45.653533
21.68,21.37,2022-04-16 18:50:56.368265
21.77,21.37,2022-04-16 18:51:07.083293
21.68,21.37,2022-04-16 18:51:17.798027
21.68,21.37,2022-04-16 18:51:28.512938
21.68,21.37,2022-04-16 18:51:39.223879
21.77,21.37,2022-04-16 18:51:49.938741
21.77,21.37,2022-04-16 18:52:00.653627
21.68,21.37,2022-04-16 18:52:11.368408
21.6,21.37,2022-04-16 18:52:22.083313
21.68,21.37,2022-04-16 18:52:32.798166
21.68,21.37,2022-04-16 18:52:43.512953
21.77,21.37,2022-04-16 18:52:54.227815
21.77,21.37,2022-04-16 18:53:04.942635
21.85,21.37,2022-04-16 18:53:15.657413
21.77,21.37,2022-04-16 18:53:26.368496
21.68,21.37,2022-04-16 18:53:37.083130
21.77,21.37,2022-04-16 18:53:47.798166
21.77,21.37,2022-04-16 18:53:58.512998
21.68,21.37,2022-04-16 18:54:09.227842
21.68,21.37,2022-04-16 18:54:19.942675
21.77,21.37,2022-04-16 18:54:30.657447
21.68,21.37,2022-04-16 18:54:41.372371
21.85,21.37,2022-04-16 18:54:52.087242
21.77,21.37,2022-04-16 18:55:02.798198
21.77,21.37,2022-04-16 18:55:13.512899
21.68,21.37,2022-04-16 18:55:24.227842
21.77,21.37,2022-04-16 18:55:34.942409
21.77,21.37,2022-04-16 18:55:45.657590
21.77,21.37,2022-04-16 18:55:56.372121
21.77,21.37,2022-04-16 18:56:07.087220
21.77,21.37,2022-04-16 18:56:17.802156
21.77,21.37,2022-04-16 18:56:28.516924
21.85,21.37,2022-04-16 18:56:39.231785
21.77,21.37,2022-04-16 18:56:49.942748
21.77,21.37,2022-04-16 18:57:00.657593
21.77,21.37,2022-04-16 18:57:11.372435
21.77,21.37,2022-04-16 18:57:22.087316
21.77,21.37,2022-04-16 18:57:32.802223
21.77,21.37,2022-04-16 18:57:43.517035
21.85,21.37,2022-04-16 18:57:54.231877
21.77,21.37,2022-04-16 18:58:04.946670
21.77,21.37,2022-04-16 18:58:15.661500
21.77,21.37,2022-04-16 18:58:26.376405
21.85,21.37,2022-04-16 18:58:37.087317
21.85,21.37,2022-04-16 18:58:47.802187
21.77,21.37,2022-04-16 18:58:58.517059
21.77,21.37,2022-04-16 18:59:09.231905
21.77,21.37,2022-04-16 18:59:19.946566
21.85,21.37,2022-04-16 18:59:30.661536
21.77,21.37,2022-04-16 18:59:41.376425
21.77,21.37,2022-04-16 18:59:52.091318
21.77,21.37,2022-04-16 19:00:02.806246
21.77,21.37,2022-04-16 19:00:13.521179
21.85,21.37,2022-04-16 19:00:24.232195
21.77,21.37,2022-04-16 19:00:34.947105
21.85,21.37,2022-04-16 19:00:45.661973
21.77,21.37,2022-04-16 19:00:56.376909
21.77,21.37,2022-04-16 19:01:07.091844
21.77,21.37,2022-04-16 19:01:17.806742
21.85,21.37,2022-04-16 19:01:28.521698
21.77,21.37,2022-04-16 19:01:39.236558
21.85,21.37,2022-04-16 19:01:49.951531
21.77,21.37,2022-04-16 19:02:00.662484
21.77,21.37,2022-04-16 19:02:11.377325
21.77,21.37,2022-04-16 19:02:22.092269
21.85,21.37,2022-04-16 19:02:32.807218
21.77,21.37,2022-04-16 19:02:43.522185
21.77,21.37,2022-04-16 19:02:54.237018
21.85,21.37,2022-04-16 19:03:04.951925
21.77,21.37,2022-04-16 19:03:15.666755
21.77,21.37,2022-04-16 19:03:26.381719
21.77,21.37,2022-04-16 19:03:37.096666
21.77,21.37,2022-04-16 19:03:47.807603
21.77,21.37,2022-04-16 19:03:58.522493
21.77,21.37,2022-04-16 19:04:09.237426
21.77,21.37,2022-04-16 19:04:19.952249
21.85,21.37,2022-04-16 19:04:30.667199
21.77,21.37,2022-04-16 19:04:41.382138
21.85,21.37,2022-04-16 19:04:52.097024
21.77,21.37,2022-04-16 19:05:02.811781
21.85,21.37,2022-04-16 19:05:13.526695
21.85,21.37,2022-04-16 19:05:24.237666
21.85,21.37,2022-04-16 19:05:34.952680
21.85,21.37,2022-04-16 19:05:45.667577
21.85,21.37,2022-04-16 19:05:56.382364
21.77,21.37,2022-04-16 19:06:07.097297
21.85,21.37,2022-04-16 19:06:17.812041
21.77,21.37,2022-04-16 19:06:28.527020
21.85,21.37,2022-04-16 19:06:39.242054
21.85,21.37,2022-04-16 19:06:49.956904
21.85,21.37,2022-04-16 19:07:00.671664
21.77,21.37,2022-04-16 19:07:11.382691
21.85,21.37,2022-04-16 19:07:22.097596
21.77,21.37,2022-04-16 19:07:32.812559
21.77,21.37,2022-04-16 19:07:43.527413
21.85,21.37,2022-04-16 19:07:54.242364
21.85,21.37,2022-04-16 19:08:04.957183
21.85,21.37,2022-04-16 19:08:15.671993
21.85,21.37,2022-04-16 19:08:26.386922
21.77,21.37,2022-04-16 19:08:37.101809
21.77,21.37,2022-04-16 19:08:47.816711
21.77,21.37,2022-04-16 19:08:58.527462
21.85,21.37,2022-04-16 19:09:09.242563
21.85,21.37,2022-04-16 19:09:19.957418
21.85,21.37,2022-04-16 19:09:30.672230
21.85,21.37,2022-04-16 19:09:41.387108
21.85,21.37,2022-04-16 19:09:52.102143
21.77,21.37,2022-04-16 19:10:02.816932
21.85,21.37,2022-04-16 19:10:13.531826
21.77,21.37,2022-04-16 19:10:24.246620
21.77,21.37,2022-04-16 19:10:34.957712
21.77,21.37,2022-04-16 19:10:45.672565
21.85,21.37,2022-04-16 19:10:56.387397
21.85,21.37,2022-04-16 19:11:07.102302
21.77,21.37,2022-04-16 19:11:17.817166
21.85,21.37,2022-04-16 19:11:28.531958
21.77,21.37,2022-04-16 19:11:39.246897
21.77,21.37,2022-04-16 19:11:49.961761
21.85,21.37,2022-04-16 19:12:00.676471
21.85,21.37,2022-04-16 19:12:11.391510
21.85,21.37,2022-04-16 19:12:22.102457
21.77,21.37,2022-04-16 19:12:32.817364
21.85,21.37,2022-04-16 19:12:43.532149
21.85,21.37,2022-04-16 19:12:54.247106
21.77,21.37,2022-04-16 19:13:04.961939
21.85,21.37,2022-04-16 19:13:15.676828
21.85,21.37,2022-04-16 19:13:26.391721
21.85,21.37,2022-04-16 19:13:37.106516
21.77,21.37,2022-04-16 19:13:47.821429
21.85,21.37,2022-04-16 19:13:58.532406
21.77,21.37,2022-04-16 19:14:09.247320
21.77,21.37,2022-04-16 19:14:19.962214
21.85,21.37,2022-04-16 19:14:30.676994
21.77,21.37,2022-04-16 19:14:41.391938
21.85,21.37,2022-04-16 19:14:52.106777
21.85,21.37,2022-04-16 19:15:02.821609
21.85,21.37,2022-04-16 19:15:13.536459
21.85,21.37,2022-04-16 19:15:24.251321
21.85,21.37,2022-04-16 19:15:34.966168
21.77,21.37,2022-04-16 19:15:45.677181
21.85,21.37,2022-04-16 19:15:56.392028
21.85,21.37,2022-04-16 19:16:07.106886
21.85,21.37,2022-04-16 19:16:17.821827
21.85,21.37,2022-04-16 19:16:28.536657
21.77,21.37,2022-04-16 19:16:39.251523
21.85,21.37,2022-04-16 19:16:49.966357
21.85,21.37,2022-04-16 19:17:00.681240
21.85,21.37,2022-04-16 19:17:11.396014
21.77,21.37,2022-04-16 19:17:22.107076
21.85,21.37,2022-04-16 19:17:32.821902
21.77,21.37,2022-04-16 19:17:43.536705
21.77,21.37,2022-04-16 19:17:54.251633
21.85,21.37,2022-04-16 19:18:04.966440
21.85,21.37,2022-04-16 19:18:15.681332
21.85,21.37,2022-04-16 19:18:26.396254
21.85,21.37,2022-04-16 19:18:37.111092
21.77,21.37,2022-04-16 19:18:47.825960
21.85,21.37,2022-04-16 19:18:58.536926
21.77,21.37,2022-04-16 19:19:09.251779
21.77,21.37,2022-04-16 19:19:19.966621
21.85,21.37,2022-04-16 19:19:30.681496
21.85,21.37,2022-04-16 19:19:41.396432
21.85,21.37,2022-04-16 19:19:52.111244
21.77,21.37,2022-04-16 19:20:02.826157
21.77,21.37,2022-04-16 19:20:13.540958
21.77,21.37,2022-04-16 19:20:24.255847
21.85,21.37,2022-04-16 19:20:34.970711
21.77,21.37,2022-04-16 19:20:45.681627
21.85,21.37,2022-04-16 19:20:56.396505
21.85,21.37,2022-04-16 19:21:07.111355
21.85,21.37,2022-04-16 19:21:17.826257
21.85,21.37,2022-04-16 19:21:28.541174
21.85,21.37,2022-04-16 19:21:39.255987
21.77,21.37,2022-04-16 19:21:49.970849
21.85,21.37,2022-04-16 19:22:00.685682
21.85,21.37,2022-04-16 19:22:11.400591
21.77,21.37,2022-04-16 19:22:22.111504
21.85,21.37,2022-04-16 19:22:32.826380
21.85,21.37,2022-04-16 19:22:43.541267
21.85,21.37,2022-04-16 19:22:54.256148
21.85,21.37,2022-04-16 19:23:04.970957
21.85,21.37,2022-04-16 19:23:15.685789
21.77,21.37,2022-04-16 19:23:26.400699
21.77,21.37,2022-04-16 19:23:37.115497
21.77,21.37,2022-04-16 19:23:47.830339
21.85,21.37,2022-04-16 19:23:58.545278
21.77,21.37,2022-04-16 19:24:09.256168
21.77,21.37,2022-04-16 19:24:19.971096
21.85,21.37,2022-04-16 19:24:30.685865
21.77,21.37,2022-04-16 19:24:41.400631
21.77,21.37,2022-04-16 19:24:52.115678
21.77,21.37,2022-04-16 19:25:02.830434
21.77,21.37,2022-04-16 19:25:13.545190
21.77,21.37,2022-04-16 19:25:24.260147
21.77,21.37,2022-04-16 19:25:34.975121
21.68,21.37,2022-04-16 19:25:45.689857
21.77,21.37,2022-04-16 19:25:56.400844
21.68,21.37,2022-04-16 19:26:07.115698
21.77,21.37,2022-04-16 19:26:17.830614
21.68,21.37,2022-04-16 19:26:28.545515
21.77,21.37,2022-04-16 19:26:39.260323
21.77,21.37,2022-04-16 19:26:49.975198
21.77,21.37,2022-04-16 19:27:00.690127
21.77,21.37,2022-04-16 19:27:11.404910
21.85,21.37,2022-04-16 19:27:22.119608
21.77,21.37,2022-04-16 19:27:32.830741
21.68,21.37,2022-04-16 19:27:43.545592
21.77,21.37,2022-04-16 19:27:54.260466
21.68,21.37,2022-04-16 19:28:04.975296
21.77,21.37,2022-04-16 19:28:15.690047
21.68,21.37,2022-04-16 19:28:26.405033
21.77,21.37,2022-04-16 19:28:37.119868
21.68,21.37,2022-04-16 19:28:47.834693
21.77,21.37,2022-04-16 19:28:58.549557
21.77,21.37,2022-04-16 19:29:09.260513
21.68,21.37,2022-04-16 19:29:19.975405
21.77,21.37,2022-04-16 19:29:30.690324
21.77,21.37,2022-04-16 19:29:41.404964
21.77,21.37,2022-04-16 19:29:52.119998
21.68,21.37,2022-04-16 19:30:02.834796
21.77,21.37,2022-04-16 19:30:13.549662
21.68,21.37,2022-04-16 19:30:24.264491
21.68,21.37,2022-04-16 19:30:34.979355
21.77,21.37,2022-04-16 19:30:45.694269
21.68,21.37,2022-04-16 19:30:56.405250
21.68,21.37,2022-04-16 19:31:07.120075
21.68,21.37,2022-04-16 19:31:17.834949
21.77,21.37,2022-04-16 19:31:28.549743
21.68,21.37,2022-04-16 19:31:39.264603
21.68,21.37,2022-04-16 19:31:49.979457
21.77,21.37,2022-04-16 19:32:00.694367
21.68,21.37,2022-04-16 19:32:11.409152
21.77,21.37,2022-04-16 19:32:22.124059
21.6,21.37,2022-04-16 19:32:32.838969
21.68,21.37,2022-04-16 19:32:43.549795
21.68,21.37,2022-04-16 19:32:54.264793
21.6,21.37,2022-04-16 19:33:04.979319
21.68,21.37,2022-04-16 19:33:15.694425
21.68,21.37,2022-04-16 19:33:26.409332
21.68,21.37,2022-04-16 19:33:37.124169
21.68,21.37,2022-04-16 19:33:47.839142
21.6,21.37,2022-04-16 19:33:58.553856
21.6,21.37,2022-04-16 19:34:09.268766
21.68,21.37,2022-04-16 19:34:19.979497
21.68,21.37,2022-04-16 19:34:30.694595
21.68,21.37,2022-04-16 19:34:41.409398
21.68,21.37,2022-04-16 19:34:52.124329
21.68,21.37,2022-04-16 19:35:02.839185
21.77,21.37,2022-04-16 19:35:13.554047
